,name,mass,fall,year,reclat,reclong,GeoLocation
7011,Dhofar 1023,69.7,Found,2001.0,19.28813,54.52832,"(19.288130, 54.528320)"
7012,Dhofar 1024,1173.0,Found,2002.0,19.30618,54.49478,"(19.306180, 54.494780)"
7013,Dhofar 1025,39.0,Found,2002.0,19.30875,54.50178,"(19.308750, 54.501780)"
7014,Dhofar 1026,10500.0,Found,2003.0,18.65952,54.2463,"(18.659520, 54.246300)"
7015,Dhofar 1027,14944.0,Found,2003.0,18.66003,54.24553,"(18.660030, 54.245530)"
7016,Dhofar 1028,183.1,Found,2003.0,18.65695,54.23873,"(18.656950, 54.238730)"
7017,Dhofar 1029,2516.2,Found,2003.0,18.39818,54.07842,"(18.398180, 54.078420)"
7018,Dhofar 103,188.0,Found,1999.0,18.97917,54.4645,"(18.979170, 54.464500)"
7019,Dhofar 1030,281.1,Found,2003.0,19.33263,54.77822,"(19.332630, 54.778220)"
7020,Dhofar 1031,492.6,Found,2003.0,19.33503,54.79092,"(19.335030, 54.790920)"
7021,Dhofar 1032,81.09999999999998,Found,2003.0,18.4285,54.17082,"(18.428500, 54.170820)"
7022,Dhofar 1033,67.8,Found,2003.0,18.73963,54.26533,"(18.739630, 54.265330)"
7023,Dhofar 1034,489.8,Found,2003.0,19.31025,54.75487,"(19.310250, 54.754870)"
7024,Dhofar 1035,420.1,Found,2003.0,18.69942,54.2651,"(18.699420, 54.265100)"
7025,Dhofar 1036,61.5,Found,2003.0,19.33615,54.7916,"(19.336150, 54.791600)"
7026,Dhofar 1037,26.4,Found,2003.0,19.30088,54.63938,"(19.300880, 54.639380)"
7027,Dhofar 1038,886.2,Found,2003.0,19.30455,54.63157,"(19.304550, 54.631570)"
7028,Dhofar 1039,296.0,Found,2000.0,18.33045,54.5268,"(18.330450, 54.526800)"
7029,Dhofar 104,654.0,Found,1999.0,19.29467,54.71317,"(19.294670, 54.713170)"
7030,Dhofar 1040,361.0,Found,2000.0,18.7864,54.62955,"(18.786400, 54.629550)"
7031,Dhofar 1041,215.0,Found,2000.0,18.86395,54.64277,"(18.863950, 54.642770)"
7032,Dhofar 1042,332.0,Found,2000.0,18.93868,54.74035,"(18.938680, 54.740350)"
7033,Dhofar 1043,205.0,Found,2000.0,18.91903,54.71077,"(18.919030, 54.710770)"
7034,Dhofar 1044,208.0,Found,2000.0,18.86492,54.64965,"(18.864920, 54.649650)"
7035,Dhofar 1045,170.0,Found,2000.0,18.81953,54.6138,"(18.819530, 54.613800)"
7036,Dhofar 1046,248.0,Found,2000.0,18.85485,54.64018,"(18.854850, 54.640180)"
7037,Dhofar 1047,296.0,Found,2000.0,18.79307,54.62728,"(18.793070, 54.627280)"
7038,Dhofar 1048,267.0,Found,2000.0,18.71705,54.702,"(18.717050, 54.702000)"
7039,Dhofar 1049,121.0,Found,2000.0,18.92632,54.7017,"(18.926320, 54.701700)"
7040,Dhofar 105,2984.0,Found,1999.0,19.33517,54.79183,"(19.335170, 54.791830)"
7041,Dhofar 1050,76.0,Found,2000.0,18.89137,54.62413,"(18.891370, 54.624130)"
7042,Dhofar 1051,38.0,Found,2000.0,18.90902,54.61618,"(18.909020, 54.616180)"
7043,Dhofar 1052,41.0,Found,2000.0,18.92287,54.62867,"(18.922870, 54.628670)"
7044,Dhofar 1053,44.5,Found,2000.0,18.93638,54.72413,"(18.936380, 54.724130)"
7045,Dhofar 1054,65.0,Found,2000.0,18.93075,54.672,"(18.930750, 54.672000)"
7046,Dhofar 1055,114.0,Found,2000.0,18.97162,54.69287,"(18.971620, 54.692870)"
7047,Dhofar 1056,54.0,Found,2000.0,18.74713,54.75247,"(18.747130, 54.752470)"
7048,Dhofar 1057,28.0,Found,2000.0,18.81522,54.63337,"(18.815220, 54.633370)"
7049,Dhofar 1058,41.0,Found,2000.0,18.85703,54.64465,"(18.857030, 54.644650)"
7050,Dhofar 1059,149.0,Found,2000.0,18.85235,54.6488,"(18.852350, 54.648800)"
7051,Dhofar 106,725.0,Found,2000.0,19.173,54.75783,"(19.173000, 54.757830)"
7052,Dhofar 1060,195.0,Found,2000.0,19.00248,54.53837,"(19.002480, 54.538370)"
7053,Dhofar 1061,66.0,Found,2000.0,18.85472,54.64745,"(18.854720, 54.647450)"
7054,Dhofar 1062,43.0,Found,2000.0,18.83792,54.67033,"(18.837920, 54.670330)"
7055,Dhofar 1063,38.0,Found,2000.0,18.85372,54.75245,"(18.853720, 54.752450)"
7056,Dhofar 1064,105.0,Found,2000.0,18.86328,54.67993,"(18.863280, 54.679930)"
7057,Dhofar 1065,753.0,Found,2000.0,18.87373,54.58605,"(18.873730, 54.586050)"
7058,Dhofar 1066,305.0,Found,2000.0,18.85002,54.62212,"(18.850020, 54.622120)"
7059,Dhofar 1067,96.0,Found,2000.0,18.90415,54.70378,"(18.904150, 54.703780)"
7060,Dhofar 1068,52.0,Found,2000.0,18.96287,54.75133,"(18.962870, 54.751330)"
7061,Dhofar 1069,182.0,Found,2000.0,18.95067,54.752,"(18.950670, 54.752000)"
7062,Dhofar 107,50.0,Found,2000.0,19.26183,54.74083,"(19.261830, 54.740830)"
7063,Dhofar 1070,308.0,Found,2000.0,19.00867,54.76962,"(19.008670, 54.769620)"
7064,Dhofar 1071,4180.0,Found,2000.0,18.85395,54.64743,"(18.853950, 54.647430)"
7065,Dhofar 1072,680.5,Found,2000.0,18.85807,54.6433,"(18.858070, 54.643300)"
7067,Dhofar 1074,1150.0,Found,2001.0,18.73953,54.19547,"(18.739530, 54.195470)"
7068,Dhofar 1075,76.5,Found,2001.0,18.75495,54.19122,"(18.754950, 54.191220)"
7069,Dhofar 1076,243.0,Found,2001.0,18.73805,54.19367,"(18.738050, 54.193670)"
7070,Dhofar 1077,118.9,Found,2001.0,18.73048,54.18233,"(18.730480, 54.182330)"
7071,Dhofar 1078,72.2,Found,2001.0,18.74547,54.1939,"(18.745470, 54.193900)"
7072,Dhofar 1079,2132.0,Found,2001.0,18.74372,54.20047,"(18.743720, 54.200470)"
7073,Dhofar 108,913.0,Found,2000.0,18.874,54.26817,"(18.874000, 54.268170)"
7074,Dhofar 1080,127.2,Found,2001.0,18.74065,54.1997,"(18.740650, 54.199700)"
7075,Dhofar 1081,833.0,Found,2001.0,18.74498,54.198,"(18.744980, 54.198000)"
7076,Dhofar 1082,2493.5,Found,2001.0,18.74215,54.1942,"(18.742150, 54.194200)"
7077,Dhofar 1083,257.8,Found,2001.0,18.73882,54.19487,"(18.738820, 54.194870)"
7078,Dhofar 1084,90.0,Found,2003.0,18.7221,54.46077,"(18.722100, 54.460770)"
7079,Dhofar 1085,197.0,Found,2003.0,19.3281,54.77718,"(19.328100, 54.777180)"
7080,Dhofar 1086,4.7,Found,2004.0,19.33057,54.79238,"(19.330570, 54.792380)"
7081,Dhofar 1087,3.4,Found,2004.0,19.33265,54.79373,"(19.332650, 54.793730)"
7082,Dhofar 1088,470.0,Found,2004.0,18.15363,54.10562,"(18.153630, 54.105620)"
7083,Dhofar 109,2209.0,Found,2000.0,18.7385,54.47817,"(18.738500, 54.478170)"
7084,Dhofar 110,1287.0,Found,2000.0,18.43683,54.45483,"(18.436830, 54.454830)"
7085,Dhofar 1103,316.0,Found,2004.0,19.091944,54.805556,"(19.091944, 54.805556)"
7086,Dhofar 111,114.0,Found,2000.0,18.1575,54.09333,"(18.157500, 54.093330)"
7087,Dhofar 1113,702.0,Found,2004.0,18.14217,54.09683,"(18.142170, 54.096830)"
7088,Dhofar 112,201.0,Found,2000.0,18.178,54.10467,"(18.178000, 54.104670)"
7089,Dhofar 1127,173.0,Found,2005.0,19.200667,54.908417,"(19.200667, 54.908417)"
7090,Dhofar 1128,186.0,Found,2005.0,19.194833,54.918417,"(19.194833, 54.918417)"
7091,Dhofar 113,356.0,Found,2000.0,18.1915,54.1125,"(18.191500, 54.112500)"
7092,Dhofar 1130,3420.0,Found,2005.0,19.223306,54.935778,"(19.223306, 54.935778)"
7093,Dhofar 1131,661.0,Found,2005.0,19.229083,54.923111,"(19.229083, 54.923111)"
7094,Dhofar 1136,356.0,Found,2005.0,19.274778,54.672972,"(19.274778, 54.672972)"
7095,Dhofar 1139,445.0,Found,2005.0,19.191694,54.639389,"(19.191694, 54.639389)"
7096,Dhofar 114,184.0,Found,2000.0,18.37933,54.2275,"(18.379330, 54.227500)"
7097,Dhofar 1144,328.0,Found,2005.0,19.191222,54.671556,"(19.191222, 54.671556)"
7098,Dhofar 1148,426.0,Found,2005.0,19.190417,54.957194,"(19.190417, 54.957194)"
7099,Dhofar 115,487.0,Found,2000.0,18.60833,54.55167,"(18.608330, 54.551670)"
7100,Dhofar 1154,952.0,Found,2005.0,18.741611,54.26175,"(18.741611, 54.261750)"
7101,Dhofar 1156,108.0,Found,2005.0,18.751639,54.352361,"(18.751639, 54.352361)"
7102,Dhofar 116,403.0,Found,2000.0,18.7435,54.5795,"(18.743500, 54.579500)"
7103,Dhofar 1168,60.8,Found,2005.0,19.226417,54.96725,"(19.226417, 54.967250)"
7104,Dhofar 117,385.0,Found,2000.0,18.70117,54.19683,"(18.701170, 54.196830)"
7105,Dhofar 1170,501.0,Found,2005.0,19.218111,54.917417,"(19.218111, 54.917417)"
7106,Dhofar 1176,849.0,Found,2005.0,18.741611,54.26175,"(18.741611, 54.261750)"
7107,Dhofar 1178,732.0,Found,2005.0,18.86975,54.840111,"(18.869750, 54.840111)"
7108,Dhofar 118,598.0,Found,2000.0,18.7385,54.26783,"(18.738500, 54.267830)"
7109,Dhofar 1180,115.2,Found,2005.0,18.91444,54.345,"(18.914440, 54.345000)"
7110,Dhofar 1181,1812.0,Found,2005.0,18.745694,54.267167,"(18.745694, 54.267167)"
7111,Dhofar 119,586.0,Found,2000.0,18.87633,54.476,"(18.876330, 54.476000)"
7112,Dhofar 1190,35.0,Found,2002.0,19.13667,54.56333,"(19.136670, 54.563330)"
7113,Dhofar 1191,174.0,Found,2003.0,19.34,54.74667,"(19.340000, 54.746670)"
7114,Dhofar 1193,14.0,Found,2004.0,18.85817,54.59933,"(18.858170, 54.599330)"
7115,Dhofar 1194,124.0,Found,2004.0,19.01677,54.36637,"(19.016770, 54.366370)"
7116,Dhofar 1195,650.0,Found,2004.0,19.0315,54.3735,"(19.031500, 54.373500)"
7117,Dhofar 1196,422.0,Found,2004.0,18.96077,54.37707,"(18.960770, 54.377070)"
7118,Dhofar 1197,24.0,Found,2004.0,18.92433,54.364,"(18.924330, 54.364000)"
7119,Dhofar 120,240.0,Found,2000.0,18.97817,54.61667,"(18.978170, 54.616670)"
7120,Dhofar 121,220.0,Found,2000.0,18.98267,54.62183,"(18.982670, 54.621830)"
7121,Dhofar 122,1556.0,Found,2000.0,18.9855,54.62467,"(18.985500, 54.624670)"
7122,Dhofar 1221,58.0,Found,2003.0,18.23083,54.09,"(18.230830, 54.090000)"
7123,Dhofar 1222,93.0,Found,2003.0,18.20417,54.05667,"(18.204170, 54.056670)"
7124,Dhofar 1223,81.4,Found,2004.0,18.76075,54.47285,"(18.760750, 54.472850)"
7125,Dhofar 1224,4.57,Found,2003.0,19.32675,54.77512,"(19.326750, 54.775120)"
7126,Dhofar 1226,1040.0,Found,2005.0,18.688528,54.326528,"(18.688528, 54.326528)"
7127,Dhofar 123,1159.0,Found,2000.0,19.0145,54.60433,"(19.014500, 54.604330)"
7128,Dhofar 1232,1088.0,Found,2005.0,18.895667,54.343556,"(18.895667, 54.343556)"
7129,Dhofar 124,63.0,Found,2000.0,19.05933,54.546,"(19.059330, 54.546000)"
7130,Dhofar 1243,2510.0,Found,2005.0,18.875861,54.472611,"(18.875861, 54.472611)"
7131,Dhofar 125,2697.0,Found,2000.0,18.98667,54.6005,"(18.986670, 54.600500)"
7132,Dhofar 1250,142.0,Found,2005.0,18.534528,54.167889,"(18.534528, 54.167889)"
7133,Dhofar 1251,1905.0,Found,2005.0,18.56925,54.195389,"(18.569250, 54.195389)"
7134,Dhofar 126,132.0,Found,2000.0,19.14367,54.83783,"(19.143670, 54.837830)"
7135,Dhofar 1261,445.6,Found,2005.0,18.733472,54.515083,"(18.733472, 54.515083)"
7136,Dhofar 1269,42.0,Found,2005.0,18.731389,54.509167,"(18.731389, 54.509167)"
7137,Dhofar 127,1349.0,Found,2000.0,19.29133,54.8345,"(19.291330, 54.834500)"
7138,Dhofar 1272,1883.0,Found,2005.0,18.682806,54.285778,"(18.682806, 54.285778)"
7139,Dhofar 1275,4999.0,Found,2003.0,18.82852,54.63957,"(18.828520, 54.639570)"
7140,Dhofar 1277,10.0,Found,2005.0,19.18067,54.41883,"(19.180670, 54.418830)"
7141,Dhofar 1278,117.0,Found,2005.0,19.32681,54.76439,"(19.326810, 54.764390)"
7142,Dhofar 1279,1588.0,Found,2005.0,18.25117,54.19822,"(18.251170, 54.198220)"
7143,Dhofar 128,30.0,Found,2000.0,19.285,54.71067,"(19.285000, 54.710670)"
7144,Dhofar 1280,4473.0,Found,2005.0,18.27717,54.25547,"(18.277170, 54.255470)"
7145,Dhofar 1281,140.0,Found,2005.0,18.21947,54.30514,"(18.219470, 54.305140)"
7146,Dhofar 1282,582.0,Found,2005.0,18.552,54.00217,"(18.552000, 54.002170)"
7147,Dhofar 1283,502.0,Found,2005.0,18.55392,54.01958,"(18.553920, 54.019580)"
7148,Dhofar 1284,558.0,Found,2005.0,18.532,54.03436,"(18.532000, 54.034360)"
7149,Dhofar 1285,406.0,Found,2002.0,19.3025,54.555,"(19.302500, 54.555000)"
7150,Dhofar 1286,898.0,Found,2005.0,18.42632,54.42865,"(18.426320, 54.428650)"
7151,Dhofar 1288,43600.0,Found,2004.0,18.27833,54.285,"(18.278330, 54.285000)"
7152,Dhofar 1289,37000.0,Found,2004.0,18.63333,54.42167,"(18.633330, 54.421670)"
7153,Dhofar 129,1240.0,Found,2000.0,19.29583,54.73183,"(19.295830, 54.731830)"
7154,Dhofar 1290,1211.3,Found,2004.0,18.57,54.42333,"(18.570000, 54.423330)"
7155,Dhofar 1291,66.0,Found,2001.0,18.31667,54.14667,"(18.316670, 54.146670)"
7156,Dhofar 1292,26.0,Found,2001.0,18.85167,54.66167,"(18.851670, 54.661670)"
7157,Dhofar 1293,69.0,Found,2001.0,18.84667,54.665,"(18.846670, 54.665000)"
7158,Dhofar 1294,86.0,Found,2003.0,19.39833,54.53,"(19.398330, 54.530000)"
7159,Dhofar 1295,30.0,Found,2003.0,19.125,54.71833,"(19.125000, 54.718330)"
7160,Dhofar 1296,48.0,Found,2002.0,18.16667,54.08333,"(18.166670, 54.083330)"
7161,Dhofar 1297,184.0,Found,2001.0,19.14,54.77,"(19.140000, 54.770000)"
7162,Dhofar 1298,52.0,Found,2002.0,19.11667,54.785,"(19.116670, 54.785000)"
7163,Dhofar 1299,20.0,Found,2002.0,19.13667,54.785,"(19.136670, 54.785000)"
7164,Dhofar 130,206.0,Found,2000.0,19.1795,54.88733,"(19.179500, 54.887330)"
7165,Dhofar 1300,42.0,Found,2002.0,19.13833,54.65833,"(19.138330, 54.658330)"
7166,Dhofar 1302,23.9,Found,2005.0,18.91947,54.36237,"(18.919470, 54.362370)"
7167,Dhofar 1303,404.0,Found,2002.0,19.3025,54.555,"(19.302500, 54.555000)"
7168,Dhofar 1304,85.0,Found,2005.0,18.6672,54.3662,"(18.667200, 54.366200)"
7169,Dhofar 1305,34.0,Found,2005.0,18.79508,54.15128,"(18.795080, 54.151280)"
7170,Dhofar 1306,104.0,Found,2004.0,18.34495,54.25875,"(18.344950, 54.258750)"
7171,Dhofar 1307,90.0,Found,2005.0,19.32865,54.53763,"(19.328650, 54.537630)"
7172,Dhofar 1308,192.0,Found,2004.0,18.72992,54.37463,"(18.729920, 54.374630)"
7173,Dhofar 1309,204.0,Found,2004.0,19.29105,54.5635,"(19.291050, 54.563500)"
7174,Dhofar 131,9680.0,Found,2000.0,19.136,54.82267,"(19.136000, 54.822670)"
7175,Dhofar 1310,76.0,Found,2002.0,19.39333,54.595,"(19.393330, 54.595000)"
7176,Dhofar 1311,66.0,Found,2005.0,19.315,54.53,"(19.315000, 54.530000)"
7177,Dhofar 1312,86.0,Found,2002.0,19.105,54.84333,"(19.105000, 54.843330)"
7178,Dhofar 1313,154.0,Found,2004.0,18.81833,54.455,"(18.818330, 54.455000)"
7179,Dhofar 1314,104.0,Found,2004.0,19.29667,54.56833,"(19.296670, 54.568330)"
7180,Dhofar 1315,12.0,Found,2001.0,19.15167,54.775,"(19.151670, 54.775000)"
7181,Dhofar 1316,30.0,Found,2003.0,19.045,54.39333,"(19.045000, 54.393330)"
7182,Dhofar 1317,12.0,Found,2001.0,18.42,54.10333,"(18.420000, 54.103330)"
7183,Dhofar 132,5010.0,Found,2000.0,19.15,54.58067,"(19.150000, 54.580670)"
7184,Dhofar 133,224.0,Found,2000.0,19.072,54.65267,"(19.072000, 54.652670)"
7185,Dhofar 134,868.0,Found,2000.0,19.049,54.583,"(19.049000, 54.583000)"
7186,Dhofar 135,1495.0,Found,2000.0,18.33233,54.2615,"(18.332330, 54.261500)"
7187,Dhofar 136,324.0,Found,2000.0,18.70117,54.29083,"(18.701170, 54.290830)"
7188,Dhofar 137,236.0,Found,2000.0,19.30133,54.82367,"(19.301330, 54.823670)"
7189,Dhofar 138,5640.0,Found,2000.0,18.31133,54.36933,"(18.311330, 54.369330)"
7190,Dhofar 139,1815.0,Found,2000.0,18.33767,54.45217,"(18.337670, 54.452170)"
7191,Dhofar 140,3170.0,Found,2000.0,18.33583,54.512,"(18.335830, 54.512000)"
7192,Dhofar 1400,315.5,Found,2003.0,19.195,54.59593,"(19.195000, 54.595930)"
7193,Dhofar 1401,42.03,Found,2001.0,19.19135,54.65545,"(19.191350, 54.655450)"
7194,Dhofar 1402,8.94,Found,2001.0,19.0823,54.77837,"(19.082300, 54.778370)"
7195,Dhofar 1403,93.05,Found,2001.0,19.14362,54.8831,"(19.143620, 54.883100)"
7196,Dhofar 1404,67.48,Found,2001.0,19.20305,54.78495,"(19.203050, 54.784950)"
7197,Dhofar 1405,11.53,Found,2001.0,19.07152,54.77338,"(19.071520, 54.773380)"
7198,Dhofar 1406,42.46,Found,2001.0,19.15545,54.71392,"(19.155450, 54.713920)"
7199,Dhofar 1407,27.64,Found,2001.0,19.06712,54.77877,"(19.067120, 54.778770)"
7200,Dhofar 1408,81.93,Found,2001.0,19.1422,54.88057,"(19.142200, 54.880570)"
7201,Dhofar 1409,128.96,Found,2001.0,19.14145,54.8788,"(19.141450, 54.878800)"
7202,Dhofar 141,160.0,Found,2000.0,18.3575,54.3535,"(18.357500, 54.353500)"
7203,Dhofar 1410,30.45,Found,2001.0,19.15895,54.70497,"(19.158950, 54.704970)"
7204,Dhofar 1411,12.09,Found,2001.0,19.07285,54.77768,"(19.072850, 54.777680)"
7205,Dhofar 1412,38.13,Found,2001.0,19.11375,54.82245,"(19.113750, 54.822450)"
7206,Dhofar 1413,40.2,Found,2001.0,19.14068,54.67448,"(19.140680, 54.674480)"
7207,Dhofar 1414,45.59,Found,2001.0,19.19477,54.65712,"(19.194770, 54.657120)"
7208,Dhofar 1415,61.4,Found,2001.0,19.18973,54.6518,"(19.189730, 54.651800)"
7209,Dhofar 1416,49.74,Found,2001.0,19.1112,54.61523,"(19.111200, 54.615230)"
7210,Dhofar 1417,5.52,Found,2001.0,19.10735,54.61293,"(19.107350, 54.612930)"
7211,Dhofar 1418,78.44,Found,2001.0,19.13882,54.87985,"(19.138820, 54.879850)"
7212,Dhofar 1419,47.14,Found,2001.0,19.1382,54.67448,"(19.138200, 54.674480)"
7213,Dhofar 142,1835.0,Found,2000.0,18.38233,54.23617,"(18.382330, 54.236170)"
7214,Dhofar 1420,81.81,Found,2001.0,19.15535,54.71392,"(19.155350, 54.713920)"
7215,Dhofar 1421,110.8,Found,2001.0,19.15725,54.71652,"(19.157250, 54.716520)"
7216,Dhofar 1422,35.22,Found,2001.0,19.19607,54.88028,"(19.196070, 54.880280)"
7217,Dhofar 1423,53.58,Found,2001.0,19.19707,54.6703,"(19.197070, 54.670300)"
7218,Dhofar 1424,53.39,Found,2001.0,19.19335,54.66395,"(19.193350, 54.663950)"
7219,Dhofar 1425,106.63,Found,2001.0,19.20077,54.78503,"(19.200770, 54.785030)"
7220,Dhofar 1426,42850.0,Found,2001.0,19.173,54.70407,"(19.173000, 54.704070)"
7221,Dhofar 1427,12.92,Found,2001.0,19.11285,54.81877,"(19.112850, 54.818770)"
7222,Dhofar 1428,213.0,Found,2006.0,18.89067,54.33933,"(18.890670, 54.339330)"
7223,Dhofar 1429,89.0,Found,2006.0,18.53778,54.18778,"(18.537780, 54.187780)"
7224,Dhofar 143,1785.0,Found,2000.0,18.412,54.16783,"(18.412000, 54.167830)"
7225,Dhofar 1430,134.0,Found,2006.0,18.56944,54.24,"(18.569440, 54.240000)"
7226,Dhofar 1431,189.0,Found,2006.0,18.58833,54.21806,"(18.588330, 54.218060)"
7227,Dhofar 1432,76.0,Found,2006.0,19.28583,54.7375,"(19.285830, 54.737500)"
7228,Dhofar 1433,44790.0,Found,2006.0,18.43333,54.1,"(18.433330, 54.100000)"
7229,Dhofar 1434,42.0,Found,2007.0,18.35675,54.02592,"(18.356750, 54.025920)"
7230,Dhofar 1435,11.7,Found,2007.0,18.24862,54.00363,"(18.248620, 54.003630)"
7231,Dhofar 1436,24.2,Found,2004.0,18.42333,54.42333,"(18.423330, 54.423330)"
7232,Dhofar 1437,324.0,Found,2003.0,18.92667,54.56667,"(18.926670, 54.566670)"
7233,Dhofar 1438,54.0,Found,2003.0,19.16667,54.67333,"(19.166670, 54.673330)"
7234,Dhofar 1439,5132.0,Found,2003.0,18.58333,54.455,"(18.583330, 54.455000)"
7235,Dhofar 144,630.0,Found,2000.0,18.41533,54.18233,"(18.415330, 54.182330)"
7236,Dhofar 1440,30.0,Found,2003.0,18.33833,54.205,"(18.338330, 54.205000)"
7237,Dhofar 1441,267.8,Found,2003.0,18.436,54.48383,"(18.436000, 54.483830)"
7238,Dhofar 1442,106.5,Found,2005.0,19.29167,54.57333,"(19.291670, 54.573330)"
7239,Dhofar 1443,36.7,Found,2001.0,18.41667,54.425,"(18.416670, 54.425000)"
7240,Dhofar 1445,442.0,Found,2003.0,19.43697,54.70665,"(19.436970, 54.706650)"
7241,Dhofar 1446,198.9,Found,2003.0,19.4514,54.6524,"(19.451400, 54.652400)"
7242,Dhofar 1447,49.4,Found,2002.0,18.61667,54.18333,"(18.616670, 54.183330)"
7243,Dhofar 1448,3110.0,Found,2002.0,19.35,54.8,"(19.350000, 54.800000)"
7244,Dhofar 1449,1959.0,Found,2002.0,19.23,54.88,"(19.230000, 54.880000)"
7245,Dhofar 145,666.0,Found,2000.0,18.404,54.2415,"(18.404000, 54.241500)"
7246,Dhofar 1450,5.4,Found,2008.0,19.26397,54.72362,"(19.263970, 54.723620)"
7247,Dhofar 1451,570.0,Found,2008.0,19.21303,54.62077,"(19.213030, 54.620770)"
7248,Dhofar 1452,163.0,Found,2008.0,19.01602,54.36783,"(19.016020, 54.367830)"
7249,Dhofar 1453,402.4,Found,2008.0,18.99865,54.39382,"(18.998650, 54.393820)"
7250,Dhofar 1455,488.9,Found,2008.0,18.97655,54.40382,"(18.976550, 54.403820)"
7251,Dhofar 1456,90.2,Found,2008.0,18.98797,54.41825,"(18.987970, 54.418250)"
7252,Dhofar 1457,11.4,Found,2008.0,18.99842,54.41623,"(18.998420, 54.416230)"
7253,Dhofar 1458,428.0,Found,2008.0,18.99225,54.41775,"(18.992250, 54.417750)"
7254,Dhofar 1459,50.4,Found,2008.0,19.01882,54.37352,"(19.018820, 54.373520)"
7255,Dhofar 146,8795.0,Found,2000.0,18.34367,54.41567,"(18.343670, 54.415670)"
7256,Dhofar 1460,40.5,Found,2008.0,19.0182,54.3723,"(19.018200, 54.372300)"
7257,Dhofar 1461,44.7,Found,2008.0,19.01935,54.36903,"(19.019350, 54.369030)"
7258,Dhofar 1462,400.8,Found,2008.0,18.34955,54.25013,"(18.349550, 54.250130)"
7259,Dhofar 1463,23.6,Found,2008.0,18.45278,54.16155,"(18.452780, 54.161550)"
7260,Dhofar 1464,68.5,Found,2008.0,18.5689,54.16808,"(18.568900, 54.168080)"
7261,Dhofar 1465,236.6,Found,2008.0,18.56905,54.17113,"(18.569050, 54.171130)"
7262,Dhofar 1466,268.0,Found,2008.0,18.57128,54.17105,"(18.571280, 54.171050)"
7263,Dhofar 1467,1305.1,Found,2008.0,18.56615,54.15795,"(18.566150, 54.157950)"
7264,Dhofar 1468,65.6,Found,2008.0,18.56615,54.15795,"(18.566150, 54.157950)"
7265,Dhofar 1469,110.0,Found,2008.0,18.56177,54.17217,"(18.561770, 54.172170)"
7266,Dhofar 147,200.0,Found,2000.0,18.43583,54.2355,"(18.435830, 54.235500)"
7267,Dhofar 1470,51.6,Found,2008.0,18.56672,54.16967,"(18.566720, 54.169670)"
7268,Dhofar 1471,760.0,Found,2008.0,18.56668,54.16038,"(18.566680, 54.160380)"
7269,Dhofar 1472,1064.1,Found,2008.0,18.57433,54.14937,"(18.574330, 54.149370)"
7270,Dhofar 1473,131.2,Found,2008.0,18.60507,54.16885,"(18.605070, 54.168850)"
7271,Dhofar 1474,388.7,Found,2008.0,18.61057,54.17155,"(18.610570, 54.171550)"
7272,Dhofar 1475,1039.2,Found,2008.0,18.6031,54.17775,"(18.603100, 54.177750)"
7273,Dhofar 1476,28.9,Found,2008.0,18.98865,54.40313,"(18.988650, 54.403130)"
7274,Dhofar 1479,132.0,Found,2003.0,18.2025,54.05167,"(18.202500, 54.051670)"
7275,Dhofar 148,5432.0,Found,2000.0,18.32167,54.481,"(18.321670, 54.481000)"
7276,Dhofar 1480,57.7,Found,2003.0,19.16612,54.67243,"(19.166120, 54.672430)"
7277,Dhofar 1481,27.6,Found,2003.0,19.16563,54.66998,"(19.165630, 54.669980)"
7278,Dhofar 1482,2.5,Found,2003.0,19.16617,54.6703,"(19.166170, 54.670300)"
7279,Dhofar 1483,4.1,Found,2003.0,19.16797,54.6722,"(19.167970, 54.672200)"
7280,Dhofar 1484,79.4,Found,2003.0,19.16693,54.67182,"(19.166930, 54.671820)"
7281,Dhofar 1485,4.8,Found,2003.0,19.16525,54.67247,"(19.165250, 54.672470)"
7282,Dhofar 1486,12.2,Found,2003.0,19.16813,54.67157,"(19.168130, 54.671570)"
7283,Dhofar 1487,15.7,Found,2003.0,19.16593,54.67237,"(19.165930, 54.672370)"
7284,Dhofar 1488,3.9,Found,2003.0,19.16833,54.67155,"(19.168330, 54.671550)"
7285,Dhofar 1489,25.7,Found,2003.0,19.16168,54.67452,"(19.161680, 54.674520)"
7286,Dhofar 149,216.0,Found,2000.0,18.3165,54.31933,"(18.316500, 54.319330)"
7287,Dhofar 1490,309.0,Found,2008.0,18.79783,54.40437,"(18.797830, 54.404370)"
7288,Dhofar 1491,256.0,Found,2008.0,18.74325,54.3769,"(18.743250, 54.376900)"
7289,Dhofar 1492,510.0,Found,2008.0,18.77583,54.45433,"(18.775830, 54.454330)"
7290,Dhofar 1493,14000.0,Found,2008.0,18.67378,54.45017,"(18.673780, 54.450170)"
7291,Dhofar 1494,1400.0,Found,2008.0,18.68517,54.44203,"(18.685170, 54.442030)"
7292,Dhofar 1495,2300.0,Found,2008.0,18.66703,54.43487,"(18.667030, 54.434870)"
7293,Dhofar 1496,1000.0,Found,2008.0,18.68712,54.42,"(18.687120, 54.420000)"
7294,Dhofar 1497,1856.0,Found,2008.0,18.73168,54.39702,"(18.731680, 54.397020)"
